,Unnamed: 0,Unnamed: 0.1,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
154,154,154,277972380557647873,RT @News5AKSYON: TULONG KAPATID | MVP Telethon hopes to raise P100-M for Typhoon Pablo victims http://t.co/ModK51u8,Media,['Volunteer'],Related and informative
155,155,155,278045424382799873,"RT @migzzubiri: Ways to donate: PayPal, Ushare, GreenPeso, PayDollar &amp; Multiply. #PabloPH http://t.co/cJUVsHpl",Government,['Volunteer'],Related and informative
156,156,156,278105159639367681,"RT @SMARTCares: Help #PabloPH victims through #TulongKapatid, an MVP Telethon. Now ongoing via TV5. http://t.co/0ZA7avvU",Media,['Volunteer'],Related and informative
157,157,157,278118992466558976,"#reliefPH:(DEVELOPING)Maynilad Water Services Inc. has pledged P1 million to #TulongKapatid, an @iamMVP telethon (cont) http://t.co/PdgIo2an",Media,['Volunteer'],Related and informative
158,158,158,278134268100747265,Pack and donate clothes! Make sure our words are backed up by actions. #PabloPH,Outsiders,['Volunteer'],Related and informative
159,159,159,278164878160691200,"RT @interaksyon: As of 11:43 this evening, #TulongKapatid has raised more than P100 million for #PabloPH victims, an amount raised in si ...",Media,['Volunteer'],Related and informative
160,160,160,278289574818627584,"Jusin, at least what you can do now is to help  the victims of Typhoon Pablo in the Philippines  #RespectThePhilippinesBieber",Outsiders,['Volunteer'],Related - but not informative
161,161,161,278292426936950784,RT @olivermarvelous: #RespectThePhilippinesBieber     Justin  Go to Mindanao and help the victims of Typhoon Pablo,Outsiders,['Volunteer'],Related and informative
162,162,162,278350190895833088,RT @govph: Filipinos in Dubai raise funds for #PabloPH victims http://t.co/GvN533RX #reliefPH,Media,['Volunteer'],Related and informative
163,163,163,278440892719849472,"RT @alagangkapatid: An elderly lady brought this soda bottle coin bank.Ipon ko ito,pero mas kailangan  ng nasalanta. #PabloPH #ReliefP ...",NGOs,['Volunteer'],Related - but not informative
164,164,164,278450279576371200,The whole office agrees to donate exchange gift budget as cash donation to typhoon Pablo victims instead.,Media,['Volunteer'],Related and informative
165,165,165,278460987609341952,"RT @WFP: #Philippines: @WFP appealing for funds to assist 400,000 people left hungry by Typhoon #Bopha http://t.co/ZUrx069e",NGOs,['Volunteer'],Related and informative
166,166,166,278468981948559361,RT @gmanews: European Union donates P160-M in assistance for victims of Typhoon #PabloPh.,Media,['Volunteer'],Related and informative
167,167,167,278474250019540992,RT @gmanews: European Union donates P160-M in assistance for victims of Typhoon #PabloPh.,Media,['Volunteer'],Related and informative
168,168,168,278550854766825473,The Aboitiz Group is calling for cash donations for areas affected by typhoon Pablo. Details here:  http://t.co/PqCkEYpO,Business,['Volunteer'],Related and informative
169,169,169,278627845436239872,@UPManilaOnline's Ugnayan ng Pahinungod is accepting donations for the victims of Typhoon #PabloPh. http://t.co/ZKmYmGj3,Government,['Volunteer'],Related and informative
170,170,170,278661542445199361,"RT @GoYoLarrazabal: And BOOM! Jut like that, Pacquiao donates Php 10,000,000.00 to victims of Typhoon Pablo.  What about the others, wil ...",Outsiders,['Volunteer'],Related and informative
171,171,171,278678294499581952,RT @RobNazal: WFP ambassador KC Concepcion shares her concern and lauds DSWD efforts in responding to the crisis #PabloPH http://t.co/0f ...,Eyewitness,['Volunteer'],Related and informative
172,172,172,278684367864356864,"RT @theOFDA: The @USAID heavy-duty sheeting will provide temporary shelter material for approx 20,000 families in need #PabloPH #ReliefPH",NGOs,['Volunteer'],Related and informative
173,173,173,278691804352749569,"RT @unicefphils: Food, water and shelter are high in the priority needs in #PabloPH affected areas.",NGOs,['Volunteer'],Related and informative
174,174,174,278692353810759680,RT @VECO_Cebu: Donate to victims of Typhoon Pablo through Aboitiz Foundation. Open this link for more details: http://t.co/EH2lYnLW,Business,['Volunteer'],Related and informative
175,175,175,278695155635200001,“@ABSCBNNews: Congressmen shell out P5k each for #PabloPH aid #reliefPH http://t.co/qXDOmnhz”  BARAT!!!,Media,['Volunteer'],Related and informative
176,176,176,278758170845913088,RT @Metro_Card_Club: Let's help the victims of Typhoon Pablo! Cash donations are accepted at The Metro Card Club!  *If you wish to (cont ...,Business,['Volunteer'],Related and informative
177,177,177,278759299096915968,RT @makydudap: Do something amazing this Christmas.. SHARE! Pls donate and help the victims of typhoon #PabloPH :) #reliefPH God will gi ...,Outsiders,['Volunteer'],Related and informative
178,178,178,278768421699739648,"RT @WFP_Asia: WFP #Philippines Ambassador @kc_concepcion distributes food in Compostela Valley, one of the worst-affected by #Bopha http ...",Eyewitness,['Volunteer'],Related and informative
179,179,179,278777082941669377,"RT @TV5JournalisMO: Cities, towns may soon 'donate' calamity funds to areas devasted by typhoon Pablo - http://t.co/JFRJI3yc http://t.co ...",Media,['Volunteer'],Related and informative
180,180,180,278822163350429696,"RT @kc_concepcion: To all those who want to HELP FAMILIES affected by TYPHOON Pablo, here's WFP's ONLINE DONATE PAGE for #PabloPH 💖 http ...",NGOs,['Volunteer'],Related and informative
181,181,181,278829050393423873,"@cristal18 RESCUE RUN for Typhoon Pablo victims,Dec23@BGC. 5K/10K.Reg starts Dec14@ MIZUNO/SecondWind/ARC. P200 donation. RT",Business,['Volunteer'],Related and informative
182,182,182,278894938698174465,"RT @jeffcanoy: In other news, let's all say YES to helping the victims of #PabloPH. They still need help. Can't stress that enough.",Media,['Volunteer'],Related - but not informative
183,183,183,279049180046036993,RT @WFP_Asia: #NEWS: WFP &amp; @kc_concepcion move fast to bring hope to people affected by Typhoon #Bopha #Philippines http://t.co/73fYkFXg,Media,['Volunteer'],Related and informative
184,184,184,279067014218272768,RT @dswdserves: ‘Pablo’-hit Pantawid beneficiaries to receive subsidy in December. http://t.co/IZo1qqCF #PabloPH #reliefPH @dinkysunflow ...,Government,['Volunteer'],Related and informative
185,185,185,279089848026013696,"RT @philredcross: Typhoon Pablo Update Report (Total  Served):  Food items - 8,806 families Non-food items- 2,431 families Hot... http:/ ...",NGOs,['Volunteer'],Related and informative
186,186,186,279099499123732480,"RT @philredcross: Typhoon Pablo Update Report (Total  Served):  Food items - 8,806 families Non-food items- 2,431 families Hot... http:/ ...",NGOs,['Volunteer'],Related and informative
187,187,187,279100035961061376,"RT @OCHAAsiaPac: Clusters mobilizing response to the worst-affected communities, in support of the Government. Get the latest on #Bopha  ...",Media,['Volunteer'],Related and informative
188,188,188,279142058722222080,"Dear #reliefPH volunteers and friends, you are really teaching me a lot about compassion. Thank you. #PabloPH",Outsiders,['Volunteer'],Related - but not informative
189,189,189,279147679093751809,"@gmanews: Instead of buying firecrackers, DSWD urges public to just donate money for #PabloPH victims #DZBB | via @glenjuego. Agree!",Media,['Volunteer'],Related and informative
190,190,190,279156302549233665,GMA Kapuso Foundation accepts donations for typhoon Pablo victims http://t.co/7A2hXyKd,Media,['Volunteer'],Related and informative
191,191,191,279157791560704000,RT @kc_concepcion: Hi guys! Back in Manila na. If u want to HELP those affected by the TYPHOON here's @WFP 's DONATE PAGE for #PabloPH 💖 ...,Outsiders,['Volunteer'],Related and informative
192,192,192,279281544500224000,"RT @marocharim: Dear Globe and Smart. Right now you got 493,080 hashtags between you guys. #PesoATweet, for the victims of #Pablo, pleas ...",NGOs,['Volunteer'],Related and informative
193,193,193,279511081955766272,KC Concepcion helps the World Food Programme's relief efforts in Mindanao for the victims of typhoon Pablo: http://t.co/KehpZFUv,Outsiders,['Volunteer'],Related and informative
194,194,194,279578320838983680,RT @ANCALERTS: Canada to give P70M more for typhoon victims http://t.co/maVX3W2l #PabloPH,Media,['Volunteer'],Related and informative
195,195,195,279583588901593092,RT @ANCALERTS: Canada to give P70M more for typhoon victims http://t.co/maVX3W2l #PabloPH,Media,['Volunteer'],Related and informative
196,196,196,279603729945227264,RT @ayalamuseum: Read about Ayala Foundation's Typhoon #PabloPH relief drive and how you can help! http://t.co/ULc9hpdH,NGOs,['Volunteer'],Related and informative
197,197,197,279622415582109696,RT @WFP: Actress &amp; @WFP advocate @kc_concepcion helps out at food distribution after typhoon #Bopha hit #Philippines http://t.co/qT2 ...,NGOs,['Volunteer'],Related and informative
198,198,198,279718054101913601,RT @adsthegreat: @tugaff Pls buy gifts for the Children in Mindanao affected by Typhoon Pablo.,Outsiders,['Volunteer'],Related - but not informative
199,199,199,239458020512395264,RT @pollobrito: #Amuay RT @j985fm: equipo de @BrigadasAzules en UCV montará centro de acopio en la facultad odontología d 9am a 3pm,Outsiders,['Volunteer'],Related and informative
200,200,200,239458720940163073,"RT @DragonFly2768: ATENCION: #Amuay #FarmaSol20 Se solicitan medicamentos especificos como PROTOSULFIL, SILVEDERMA y SULFADIAZINA de PLA ...",NGOs,['Volunteer'],Related and informative
201,201,201,239460335772393472,RT @Betsydelva: #Farmasol20 #Amuay Centro de Acopio en Puerto La Cruz: Plaza Mayor  &lt; @LucioQuincioC @Alsuita,Outsiders,['Volunteer'],Related and informative
202,202,202,239461329830809600,Repetimos el teléfono de Protección Civil Falcón (0268)2511799. No ocupe las líneas telefónicas si no es una emergencia #Amuay,Government,['Volunteer'],Related and informative
203,203,203,239461786976395264,RT @AndresECE: @LuisOlavarrieta: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/oJCkUgol”,Outsiders,['Volunteer'],Related and informative
204,204,204,239463468917469184,#SPAmuay RT @LuisOlavarrieta: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/L0AUUofb”,NGOs,['Volunteer'],Related - but not informative
205,205,205,239487745549017089,"RT @trafficMcbo: #Urgente / #Psicólogos que quieran dar su apoyo,favor dirigirse al Hospital Dr. Rafael Calles Sierra #Falcón",Outsiders,['Volunteer'],Related - but not informative
206,206,206,239492438966800384,"#FarmaSol20 @sanando2012: URGENTE #Amuay Analgésicos;  CODEINA, MORFINA, DEMEROL, ULTRACET (TRAMADOL) donados @LucioQuincioC @Alsuita",NGOs,['Volunteer'],Related - but not informative
207,207,207,239492719968407552,"#FarmaSol20 @LucioQuincioC RT @sanando2012: Se solicita URGENTE #Amuay Analgésicos;CODEINA, MORFINA, DEMEROL, (cont) http://t.co/ZbgwWXtm",Outsiders,['Volunteer'],Related and informative
208,208,208,239497115619962880,"RT @gabriela2400: En el Bunker del Este, Barquisimeto se estarán recibiendo donativos hasta las 12pm de hoy. #Amuay",Outsiders,['Volunteer'],Related - but not informative
209,209,209,239499137253519360,"RT @Pokerdude76: Para @sanando2012 #Amuay Antibióticos endovenosos CEFTAZIDIMA, VANCOMICINA, OXACILINA, CLINDAMICINA Donados Favor RT Ce ...",Outsiders,['Volunteer'],Related and informative
210,210,210,239502933102821376,Mañana desde las 8am estaremos recolectando insumos para las victimas de la tragedia de Amuay  fte estadio Amaya Av. Jacinto Lara #Amuay,Outsiders,['Volunteer'],Related and informative
211,211,211,239506036896194560,"RT @sanando2012: URGENTE #Amuay Laboratorios, Droguerías, visitadores médicos, farmacias, TODOS A DONAR PARA AYUDAR A NUESTROS HERMANOS  ...",Outsiders,['Volunteer'],Related - but not informative
212,212,212,239515390185701377,"RT @elsoldmargarita: RT @modaccs: Se solicita URGENTE #Amuay Analgésicos; CODEINA, MORFINA, DEMEROL, ULTRACET (TRAMADOL)",Media,['Volunteer'],Related and informative
213,213,213,239519102148964352,RT @sanando2012: URGENTE #Amuay Solicitamos RINGER y SOLUCIÓN FISIOLÓGICA  Somos Centro de Acopio 04123824041 / 02123116584 Favor RT,NGOs,['Volunteer'],Related - but not informative
214,214,214,239519676797968385,SE NECESITAN donantes de sangre de todo tipo en el Hospital Calle Sierrade Pto.Fijo para atender heridos tras explosión en Refinería Amuay,Outsiders,['Volunteer'],Related - but not informative
215,215,215,239522008822595585,"RT @Perrofiao: @Succhero_agrio 2) #Amuay Necesitan: Frazadas,agua,enlatados,leche,guantes quirúrgicos de diferentes tallas,gasas estéri ...",Outsiders,['Volunteer'],Related and informative
216,216,216,239523246125506561,RT @Perrofiao: #AVISO  ► #Amuay Centros de acopio a nivel nacional ◄ Favor revisar el TL de @DragonFly2768,Outsiders,['Volunteer'],Related and informative
217,217,217,239524252783620096,"RT @RosaMireyaM: #CentroDeAcopio  Centro de acopio en Punto Fijo frente al estadio Tatamaya. #Amuay // Se gasas, agua potable, sabanas.",NGOs,['Volunteer'],Related and informative
218,218,218,239527318790492160,"RT @sanando2012: Se solicita URGENTE #Amuay Gasas de todo tipo, Agua Oxigenada, algodón, Tapabocas, Guantes quirúrgicos todas las tallas ...",Outsiders,['Volunteer'],Related and informative
219,219,219,239546843275595776,"RT @AnaTricase: Se necesitan donantes de sangre para atender a los heridos de #Amuay en el Hospital Calles Sierra, favor acudir #fuerzap ...",Outsiders,['Volunteer'],Related and informative
220,220,220,239547170422927360,RT @ElUniversal: Red Hospitalaria Nacional en el Zulia atiende 10 heridos de #Amuay,Media,['Volunteer'],Related and informative
221,221,221,239548520993021954,"RT @Pokerdude76: #Amuay AGUA POTABLE, LECHE EN POLVO, FORMULAS PEDIÁTRICAS, ENLATADOS, HARINA PAN, COMPOTAS Favor RT Centuriones y donar ...",Outsiders,['Volunteer'],Related - but not informative
222,222,222,239558251811848193,RT @ElnorBracho: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/RHeMmLLP Hagan RT #Venezuela,NGOs,['Volunteer'],Related and informative
