Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
1918,243438888964747264,#Sismo | #CostaRica dejo 2 muertos y hubo alerta de #Tsunami que ya cancelada Datos preliminares lo ubicaron en magnitud 7.9 corregida a 7.6,Media,Affected individuals,Related and informative
1937,243453187338682369,"Powerful quake hits Costa Rica, two dead - Reuters: Globe and MailPowerful quake hits Costa Rica, two deadReuter... http://t.co/jHE4Gitd",Media,Affected individuals,Related and informative
1940,243455502598680576,"Powerful 7.6 magnitude quake hits Costa Rica, at least two dead: http://t.co/8JVf6h2j",Outsiders,Affected individuals,Related and informative
1941,243455976546656256,"RT @Reuters: Powerful quake hits Costa Rica, two dead http://t.co/bDiSXERD",Media,Affected individuals,Related and informative
1948,243461806629203969,"REN | #REN | Reuters |  Powerful quake hits Costa Rica, two dead -... http://t.co/5u8l45bY",Media,Affected individuals,Related and informative
1957,243473626207227905,"Huge quake jolts Costa Rica, two killed http://t.co/J7w0ydTw",Outsiders,Affected individuals,Related and informative
1961,243478848094756864,We experienced a 7.6 #earthquake in a town about 20km south of my place here in Guanacaste. No serious injuries here in #Nosara.,Eyewitness,Affected individuals,Related and informative
1972,243496271233568769,"A huge earthquake hit Guanacaste, Costa Rica today where I was just 3 months ago. 2  People were killed #shocking",Outsiders,Affected individuals,Related and informative
1997,243529741800468481,"http://t.co/PI0h78RM An Hour After The Earthquake A Woman Died, For A Heat Attack, A Man Who Fallen Didn't Die, Said Costa Rican President",Media,Affected individuals,Related and informative
2002,243536058388733953,"Powerful quake hits Costa Rica, no deaths http://t.co/rw5Brly8",Media,Affected individuals,Related and informative
2006,243546904858865664,Dos personas fallecidas deja el terremoto en Costa Rica. Me alegra bastante dado que pudo haber sido peor.,Eyewitness,Affected individuals,Related - but not informative
2025,243591590982070272,Three killed in Costa Rica 7.6-magnitude quake - Xinhua http://t.co/NzafHqdW,Media,Affected individuals,Related and informative
2031,243612394750885888,RT @eplatam: La presidenta de #CostaRica dice que el terremoto no ha causado víctimas - http://t.co/Q4JoxkqA,Media,Affected individuals,Related and informative
2032,243615632724213760,"Powerful quake hits Costa Rica, no deaths http://t.co/nyWQMUwk",Outsiders,Affected individuals,Related and informative
2033,243626894459797504,Three killed in Costa Rica 7.6-magnitude quake - Xinhua: The NationThree killed in Costa Rica 7.6-magnitude quak... http://t.co/2QKsXs8w,Media,Affected individuals,Related and informative
2037,243650009239810048,El terremoto en #CostaRica dejó dos muertos e indagan otros dos http://t.co/O7nr8iLH,Media,Affected individuals,Related and informative
2038,243650009252368384,El terremoto en #CostaRica dejó dos muertos e indagan otros dos http://t.co/7PywNFEF,Media,Affected individuals,Related and informative
2054,243701859225837569,"Crisis y caos por terremoto en Costa Rica: Al menos dos muertos, más de 30 heridos, así como afectaciones en viv... http://t.co/xyIx6h6d",Media,Affected individuals,Related and informative
2057,243706963727376385,#temblorcr estaba con mi nieto se sintió muy fuerte,Eyewitness,Affected individuals,Related - but not informative
2078,243792628158701568,#CostaRica 3 muertes confirmadas. Aun evalúan daños en infraestructura tras el sismo.,Media,Affected individuals,Related and informative
2139,243970668000067585,"@ArianaGrande Hi I´m from Costa Rica, 2 days ago was an earthquake in my country...Magnitude 7.6!! :(",Outsiders,Affected individuals,Related and informative
2686,275129993032499200,RT @JojoMalig: The Philippines had the most deaths caused by extreme-weather events last year. http://t.co/JKJxeX2U #PabloPH #Bopha,Outsiders,Affected individuals,Related and informative
2860,275720542621941760,Heavy rain since 12am in CDeO :( whoa! Can now feel typhoon Pablo. Stay safe #Mindanao,Eyewitness,Affected individuals,Related and informative
2886,275753656660414464,"#PabloPH, Evacuees @ SOuth 1 Central School in Tubod, #Iligan getting wet inside the gym. Requesting the principal to open the classrooms",Eyewitness,Affected individuals,Related and informative
2896,275757473493835778,"RT @breakingstorm: No immediate reports of casualties, serious damage after Typhoon Bopha makes landfall in Philippines - @AFP http://t. ...",Media,Affected individuals,Related and informative
2923,275771667026952192,"RT: CARAGA UPDATE #PabloPH: evacuees as of 6:00am - surigao sur 9,713 fam; surigao norte 3,342: agusan sur 43; agusan norte 5; dinagat 101",Media,Affected individuals,Related and informative
2926,275773952910045185,RT @primyck: Forced evacuation has begun in CDO http://t.co/9ZIvqW3Q #PabloPH,Eyewitness,Affected individuals,Related and informative
2932,275783574630842369,"RT @ABSCBNNews: A resident of Tibasak, Macasandig in CDO being prompted to evacuate. http://t.co/ATgvcrdH |via @PrimyCk #PabloPH",Media,Affected individuals,Related and informative
2966,275825618346721281,"RT @BBCBreaking: Typhoon Bopha hits south Philippines - 40,000 people believed to have been evacuated from their homes. Details soon htt ...",Media,Affected individuals,Related and informative
2970,275829418390327296,Loading up on caffeine so i'll be awake tonyt when the worse of the #storm #PabloPH comes. No #flood pls,Eyewitness,Affected individuals,Related - but not informative
2971,275830068499058688,"#manila #flights Typhoon Bopha slams Philippines south, destroys homes, one dead: MANILA (Reuters) - Typhoon Bop...  http://t.co/0OIlCfue",Media,Affected individuals,Related and informative
2972,275830798286979076,"Philippines hit by Typhoon Bopha: More than 40,000 people are moved into shelter as a powerful typhoon hits the southern Philippines,...",Media,Affected individuals,Related and informative
2974,275833461699387392,"Typhoon Bopha slams Philippines south, destroys homes, one dead.",Outsiders,Affected individuals,Related and informative
2976,275833683993317376,"RT @reuters: Typhoon Bopha slams Philippines south, destroys homes, one dead http://t.co/EEschTTV",Media,Affected individuals,Related and informative
2982,275838440317263872,RT @ABSCBNNews: #PabloPH claims first casualty http://t.co/Q8bgWk2e,Media,Affected individuals,Related and informative
2983,275838977217556481,"Philippines hit by Typhoon Bopha: More than 40,000 people are moved into shelter as a powerful typhoon hits the ... http://t.co/Jf8ndVRk",Media,Affected individuals,Related and informative
2986,275840034144399360,"RT @BBCBreaking: Typhoon Bopha hits south Philippines - 40,000 people believed to have been evacuated from their homes. Details soon htt ...",Media,Affected individuals,Related and informative
2992,275847902683856896,"Philippines hit by Typhoon Bopha - More than 40,000 people are moved into shelter as a powerful typhoon hits the sou... http://t.co/rHWrvgTk",Media,Affected individuals,Related and informative
3015,275868756771749888,The is blowing HARDER now. #typhoon,Eyewitness,Affected individuals,Related - but not informative
3023,275878063923949568,NEGOR: OCD said 250 families n coastal areas &amp; along Tanjay River r ready 4 evac 2 Villaflores College in Tanjay #PabloPH,NGOs,Affected individuals,Related and informative
3027,275881650053869568,"RT @ABSCBNNews: RT @dennis_datu: 4,580 pamilya o 21,000 katao inilikas sa Surigao del Norte #PabloPH",Media,Affected individuals,Related and informative
3039,275890831381123072,"RT @BBCBreaking: Typhoon Bopha hits south Philippines - 40,000 people believed to have been evacuated from their homes. Details soon htt ...",Media,Affected individuals,Related and informative
3046,275895403180875776,"RT @Liberty92625: 6 killed, 40,000 evacuated as typhoon Bopha hits southern Philippines — RT http://t.co/9HA3ySjs via @RT_com",Media,Affected individuals,Related and informative
3052,275902336348606464,Typhoon #Bopha #paplo killed 6 people in Philipines. http://t.co/3Lvrxum9,Outsiders,Affected individuals,Related and informative
3094,275941360169807872,"Typhoon Bopha hits Philippines, killing 27 people and destroying homes: An intense typhoon thumped into the sout... http://t.co/FKC65VyW",Media,Affected individuals,Related and informative
3097,275946162618511360,"RT @JojoMalig: Army confirms 43 dead, 23 injured in ComVal flashflood. The dead include soldiers. #PabloPH",Eyewitness,Affected individuals,Related and informative
3100,275946984723079169,"“@ABSCBNNews: #PabloPH update from Caraga - 1 dead in Bislig, 2 in Lingig and 5 in Trento - RP38 Noel Alamar |via @DZMMTeleRadyo”",Media,Affected individuals,Related and informative
3101,275947412529491968,Rain Of Typhoon Pablo Arrived At Dawn: Around 5 AM I woke up at the sound of rain. I can hear the raindrops and wind.  http://t.co/4qrnKrFf,Eyewitness,Affected individuals,Related and informative
3104,275955100692926464,"RT @RT_com: 33 killed, 56,000 evacuated as typhoon Bopha hits southern Philippines http://t.co/7LItJTc5",Media,Affected individuals,Related and informative
3108,275967352250707968,"Philippines hit by Typhoon Bopha: More than 40,000 people are moved into shelter as a powerful typhoon hits the southern Philippines,...",Media,Affected individuals,Related and informative
3111,275973832458784769,"RT @HuffPostWorld: Typhoon Bopha pounds Philippines, killing at least 40 http://t.co/uziL42cN",Media,Affected individuals,Related and informative
3114,275977137578713088,"Philippines hit by Typhoon Bopha: More than 40,000 people are moved into shelter as a typhoon hits the southern Philippines, with rep...",Outsiders,Affected individuals,Related and informative
3130,276013179220418560,#Philippines: le #typhon #Bopha fait 52 morts et quatre disparus  http://t.co/iQx6bEio,Not applicable,Affected individuals,Related and informative
3137,276036294050709505,"#Typhoon or #Hurricane, It Kills Mostly the Poor. http://t.co/Y14MDTrr #Haiti #Cuba #Philippines #Cyclone #ClimateChange #Sandy",Media,Affected individuals,Related - but not informative
3149,276113842533175296,"RT @RT_com: 33 killed, 56,000 evacuated as typhoon Bopha hits southern Philippines http://t.co/jqTlLybt",Outsiders,Affected individuals,Related and informative
3150,276114903679508480,RT @Karen_DaviLa: Typhoon Pablo overnight:  43 people dead in Compostela Valley. 29 dead in Davao Oriental.,Media,Affected individuals,Related and informative
3160,276147682161070080,Typhoon Bopha kills dozens in the Philippines http://t.co/kDRwT4hd via @AJEnglish,Media,Affected individuals,Related and informative
3162,276153319305650176,"RT @gmanews: 77 dead from #PabloPH, mostly in Compostela Valley, says USec Benito Ramos in a radio interview | via @marcmeru",Media,Affected individuals,Related and informative
3168,276175511368130560,“@rapplerdotcom: 44 dead in Compostela Valley town http://t.co/JNFVTKIJ New Bataan municipality hard hit by #PabloPH #Bopha” heartbreaking.,Media,Affected individuals,Related and informative
3173,276192158569082880,Interesting: Philippine death toll from Typhoon Bopha rises - BBC News: BBC NewsPhilippine death toll ... http://t.co/dsixVKgB Please RT,Media,Affected individuals,Related and informative
3179,276204405932560384,"Philippine Typhoon Kills Dozens: Typhoon Bopha hit the Philippines hard Tuesday, killing dozens of people, many ... http://t.co/W9qI0qYV",Media,Affected individuals,Related and informative
